subj,item,prime.condition,boost.condition,response,simulation
36,26,PO,same verb,DO,simulation: 16
17,9,PO,same verb,PO,simulation: 16
36,11,PO,same verb,PO,simulation: 16
36,16,DO,same verb,DO,simulation: 16
9,17,PO,different verb,DO,simulation: 16
44,23,DO,different verb,DO,simulation: 16
45,4,PO,different verb,DO,simulation: 16
54,3,PO,same verb,DO,simulation: 16
7,9,DO,different verb,PO,simulation: 16
38,29,DO,same verb,DO,simulation: 16
14,32,PO,same verb,PO,simulation: 16
14,14,DO,same verb,PO,simulation: 16
18,23,DO,same verb,PO,simulation: 16
46,6,PO,different verb,PO,simulation: 16
40,5,PO,different verb,PO,simulation: 16
37,24,DO,different verb,DO,simulation: 16
24,29,PO,different verb,DO,simulation: 16
30,12,PO,different verb,DO,simulation: 16
9,2,PO,different verb,DO,simulation: 16
36,7,DO,same verb,DO,simulation: 16
44,17,PO,different verb,PO,simulation: 16
5,16,DO,same verb,DO,simulation: 16
14,16,DO,same verb,DO,simulation: 16
41,15,DO,same verb,PO,simulation: 16
6,14,DO,different verb,PO,simulation: 16
32,9,PO,different verb,DO,simulation: 16
44,6,DO,same verb,PO,simulation: 16
21,20,DO,same verb,DO,simulation: 16
46,7,DO,different verb,DO,simulation: 16
42,26,PO,same verb,PO,simulation: 16
34,5,PO,different verb,PO,simulation: 16
50,30,PO,same verb,PO,simulation: 16
44,16,PO,different verb,DO,simulation: 16
51,4,PO,different verb,DO,simulation: 16
7,32,DO,same verb,PO,simulation: 16
27,12,DO,different verb,PO,simulation: 16
1,26,DO,different verb,DO,simulation: 16
14,23,PO,same verb,DO,simulation: 16
10,10,DO,different verb,DO,simulation: 16
12,21,DO,same verb,DO,simulation: 16
7,26,DO,same verb,PO,simulation: 16
45,11,DO,different verb,PO,simulation: 16
35,21,PO,different verb,DO,simulation: 16
46,25,DO,same verb,PO,simulation: 16
1,12,PO,same verb,PO,simulation: 16
8,26,PO,same verb,PO,simulation: 16
43,28,PO,different verb,DO,simulation: 16
33,19,DO,different verb,DO,simulation: 16
14,27,PO,same verb,PO,simulation: 16
37,13,DO,different verb,PO,simulation: 16
43,22,PO,same verb,DO,simulation: 16
9,27,DO,different verb,DO,simulation: 16
31,6,DO,different verb,PO,simulation: 16
44,2,PO,same verb,PO,simulation: 16
53,1,PO,different verb,PO,simulation: 16
2,6,PO,different verb,DO,simulation: 16
33,10,DO,different verb,DO,simulation: 16
11,28,DO,same verb,PO,simulation: 17
32,19,PO,same verb,DO,simulation: 17
43,2,DO,different verb,PO,simulation: 17
36,1,DO,different verb,PO,simulation: 17
16,18,PO,same verb,PO,simulation: 17
40,27,PO,different verb,PO,simulation: 17
13,6,DO,same verb,PO,simulation: 17
49,9,PO,same verb,DO,simulation: 17
36,32,PO,different verb,DO,simulation: 17
5,7,DO,different verb,PO,simulation: 17
2,22,PO,different verb,PO,simulation: 17
51,5,DO,same verb,PO,simulation: 17
8,4,PO,same verb,DO,simulation: 17
21,13,PO,same verb,PO,simulation: 17
14,21,DO,different verb,DO,simulation: 17
37,17,DO,same verb,DO,simulation: 17
16,25,DO,same verb,DO,simulation: 17
7,32,PO,same verb,DO,simulation: 17
54,11,PO,different verb,PO,simulation: 17
1,30,DO,same verb,PO,simulation: 17
5,25,DO,different verb,DO,simulation: 17
36,31,PO,same verb,DO,simulation: 17
53,12,DO,different verb,DO,simulation: 17
43,21,DO,same verb,DO,simulation: 17
33,23,PO,different verb,DO,simulation: 17
37,32,PO,same verb,DO,simulation: 17
30,4,PO,different verb,DO,simulation: 17
36,29,PO,same verb,DO,simulation: 17
35,6,DO,same verb,DO,simulation: 17
5,1,DO,different verb,DO,simulation: 17
24,14,DO,same verb,PO,simulation: 17
34,20,DO,different verb,DO,simulation: 17
51,23,PO,different verb,PO,simulation: 17
42,2,PO,different verb,PO,simulation: 17
49,26,PO,different verb,PO,simulation: 17
17,29,PO,different verb,PO,simulation: 17
33,13,PO,different verb,DO,simulation: 17
20,4,PO,different verb,DO,simulation: 17
18,20,DO,different verb,DO,simulation: 17
1,6,DO,different verb,PO,simulation: 17
1,28,DO,same verb,PO,simulation: 17
40,16,DO,same verb,PO,simulation: 17
13,19,PO,same verb,PO,simulation: 17
31,32,DO,different verb,DO,simulation: 17
54,25,PO,same verb,DO,simulation: 17
18,17,DO,different verb,DO,simulation: 17
45,16,PO,different verb,PO,simulation: 17
37,21,PO,different verb,DO,simulation: 17
19,21,DO,different verb,DO,simulation: 17
33,27,PO,different verb,DO,simulation: 17
22,15,PO,same verb,DO,simulation: 17
51,14,DO,same verb,PO,simulation: 17
46,2,DO,different verb,PO,simulation: 17
33,16,DO,different verb,DO,simulation: 17
10,12,PO,different verb,PO,simulation: 17
34,13,PO,same verb,DO,simulation: 17
14,31,DO,same verb,DO,simulation: 17
33,18,PO,different verb,PO,simulation: 17
40,1,DO,different verb,PO,simulation: 17
35,1,PO,different verb,DO,simulation: 17
23,31,PO,same verb,PO,simulation: 17
3,12,DO,different verb,DO,simulation: 17
7,1,PO,same verb,PO,simulation: 17
24,4,PO,same verb,DO,simulation: 17
22,17,DO,same verb,DO,simulation: 17
37,22,DO,different verb,DO,simulation: 17
1,22,DO,different verb,PO,simulation: 17
31,10,PO,different verb,DO,simulation: 17
15,2,DO,same verb,PO,simulation: 17
34,9,PO,different verb,DO,simulation: 17
39,19,PO,same verb,DO,simulation: 17
20,21,DO,different verb,DO,simulation: 17
33,19,PO,different verb,DO,simulation: 17
23,19,DO,different verb,PO,simulation: 17
39,8,PO,same verb,DO,simulation: 17
40,23,PO,same verb,PO,simulation: 17
11,10,DO,different verb,DO,simulation: 17
15,15,DO,same verb,DO,simulation: 17
4,29,DO,different verb,PO,simulation: 17
22,29,DO,same verb,DO,simulation: 17
27,13,PO,different verb,PO,simulation: 17
20,2,PO,different verb,PO,simulation: 17
19,2,PO,different verb,PO,simulation: 17
43,1,DO,same verb,PO,simulation: 17
52,24,DO,same verb,DO,simulation: 17
40,32,PO,different verb,DO,simulation: 17
37,15,DO,same verb,DO,simulation: 17
13,20,PO,same verb,PO,simulation: 17
11,1,PO,different verb,PO,simulation: 17
7,22,DO,same verb,PO,simulation: 17
20,17,DO,same verb,DO,simulation: 17
39,7,PO,different verb,DO,simulation: 17
6,18,PO,different verb,DO,simulation: 17
6,3,PO,different verb,DO,simulation: 17
15,8,DO,same verb,DO,simulation: 17
46,16,PO,same verb,DO,simulation: 17
19,12,DO,different verb,PO,simulation: 17
54,21,DO,different verb,PO,simulation: 17
28,21,DO,same verb,DO,simulation: 17
47,8,DO,different verb,DO,simulation: 17
31,5,PO,same verb,PO,simulation: 17
13,32,PO,different verb,DO,simulation: 17
21,10,PO,different verb,PO,simulation: 17
3,30,PO,same verb,PO,simulation: 17
1,18,PO,same verb,PO,simulation: 17
48,28,DO,different verb,PO,simulation: 17
14,6,PO,same verb,PO,simulation: 17
50,13,PO,different verb,DO,simulation: 17
1,21,PO,different verb,PO,simulation: 17
26,19,DO,same verb,DO,simulation: 17
7,9,PO,different verb,PO,simulation: 17
36,28,PO,same verb,PO,simulation: 17
44,17,DO,same verb,DO,simulation: 17
50,5,PO,different verb,PO,simulation: 17
21,1,PO,different verb,PO,simulation: 17
9,6,DO,different verb,PO,simulation: 17
26,15,DO,same verb,DO,simulation: 17
40,14,DO,same verb,PO,simulation: 17
50,8,DO,same verb,DO,simulation: 17
35,27,DO,different verb,PO,simulation: 17
48,4,PO,same verb,PO,simulation: 17
23,23,PO,same verb,PO,simulation: 17
45,27,DO,same verb,DO,simulation: 17
32,22,PO,different verb,DO,simulation: 17
35,28,DO,different verb,DO,simulation: 17
32,2,DO,different verb,DO,simulation: 17
22,18,DO,different verb,DO,simulation: 17
28,18,DO,same verb,DO,simulation: 17
47,30,DO,different verb,DO,simulation: 17
25,21,PO,different verb,PO,simulation: 17
21,2,PO,different verb,PO,simulation: 17
44,26,DO,same verb,PO,simulation: 17
3,7,PO,same verb,DO,simulation: 17
9,27,PO,different verb,DO,simulation: 17
19,17,DO,same verb,DO,simulation: 17
12,28,PO,different verb,PO,simulation: 17
28,6,PO,different verb,PO,simulation: 17
4,23,DO,same verb,DO,simulation: 17
24,25,PO,same verb,PO,simulation: 17
40,12,PO,different verb,PO,simulation: 17
31,3,DO,same verb,DO,simulation: 17
10,30,DO,same verb,DO,simulation: 17
41,12,DO,same verb,DO,simulation: 17
38,30,PO,same verb,DO,simulation: 17
18,10,PO,same verb,DO,simulation: 17
8,16,DO,different verb,PO,simulation: 17
39,12,PO,same verb,DO,simulation: 17
35,10,PO,different verb,DO,simulation: 17
21,20,DO,different verb,PO,simulation: 17
44,12,DO,same verb,DO,simulation: 17
5,11,PO,same verb,PO,simulation: 17
13,21,PO,different verb,PO,simulation: 17
41,5,PO,same verb,PO,simulation: 17
30,22,PO,same verb,PO,simulation: 17
28,5,DO,different verb,PO,simulation: 17
47,19,PO,same verb,DO,simulation: 17
3,6,DO,different verb,DO,simulation: 17
4,30,DO,same verb,PO,simulation: 17
40,18,DO,different verb,PO,simulation: 17
43,10,DO,same verb,DO,simulation: 17
53,24,PO,same verb,DO,simulation: 17
36,3,PO,different verb,DO,simulation: 17
54,8,DO,same verb,DO,simulation: 17
7,7,PO,same verb,PO,simulation: 17
52,30,PO,different verb,PO,simulation: 17
37,6,PO,different verb,PO,simulation: 17
45,5,PO,same verb,PO,simulation: 17
24,23,PO,same verb,PO,simulation: 17
8,23,DO,different verb,PO,simulation: 17
39,15,DO,same verb,DO,simulation: 17
22,10,DO,different verb,DO,simulation: 17
27,3,DO,same verb,PO,simulation: 17
12,7,PO,different verb,PO,simulation: 17
39,2,PO,same verb,DO,simulation: 17
46,29,PO,same verb,DO,simulation: 17
49,19,PO,same verb,PO,simulation: 17
8,15,PO,same verb,DO,simulation: 17
26,32,DO,different verb,DO,simulation: 17
36,27,DO,different verb,DO,simulation: 17
15,23,DO,different verb,PO,simulation: 17
49,24,PO,same verb,DO,simulation: 17
5,30,DO,different verb,DO,simulation: 17
28,20,DO,same verb,PO,simulation: 17
21,22,PO,different verb,PO,simulation: 17
21,4,PO,same verb,PO,simulation: 17
38,4,PO,different verb,DO,simulation: 17
47,20,PO,different verb,DO,simulation: 17
24,1,DO,different verb,PO,simulation: 17
42,18,DO,same verb,PO,simulation: 17
21,31,PO,different verb,PO,simulation: 17
28,14,PO,same verb,PO,simulation: 17
39,29,DO,same verb,DO,simulation: 17
36,11,PO,same verb,DO,simulation: 17
51,21,PO,different verb,PO,simulation: 17
13,26,DO,different verb,PO,simulation: 17
4,18,PO,different verb,PO,simulation: 17
16,24,DO,different verb,DO,simulation: 17
32,32,PO,same verb,DO,simulation: 17
41,15,PO,same verb,DO,simulation: 17
42,20,PO,different verb,PO,simulation: 17
18,16,PO,different verb,DO,simulation: 17
15,5,PO,different verb,PO,simulation: 17
2,6,DO,different verb,DO,simulation: 17
6,14,DO,different verb,DO,simulation: 17
1,26,DO,same verb,PO,simulation: 17
39,27,DO,same verb,DO,simulation: 17
10,15,DO,different verb,DO,simulation: 17
3,1,PO,different verb,PO,simulation: 17
15,16,PO,different verb,DO,simulation: 17
16,32,PO,same verb,PO,simulation: 17
4,11,PO,same verb,PO,simulation: 17
25,30,DO,same verb,PO,simulation: 17
40,11,PO,same verb,PO,simulation: 17
16,1,DO,same verb,PO,simulation: 17
6,21,DO,same verb,PO,simulation: 17
42,10,PO,different verb,PO,simulation: 17
1,12,PO,same verb,PO,simulation: 17
39,25,DO,different verb,DO,simulation: 17
14,8,DO,different verb,DO,simulation: 17
49,22,PO,same verb,PO,simulation: 17
22,2,PO,same verb,PO,simulation: 17
18,25,PO,same verb,PO,simulation: 17
28,30,PO,same verb,PO,simulation: 17
1,14,DO,different verb,PO,simulation: 17
32,3,DO,different verb,DO,simulation: 17
35,11,PO,same verb,DO,simulation: 17
46,32,PO,same verb,DO,simulation: 17
43,28,PO,different verb,PO,simulation: 17
39,23,PO,same verb,PO,simulation: 17
7,4,PO,same verb,DO,simulation: 17
22,1,DO,same verb,DO,simulation: 17
16,8,DO,different verb,DO,simulation: 17
48,8,PO,same verb,PO,simulation: 17
28,4,DO,different verb,DO,simulation: 17
47,5,PO,same verb,PO,simulation: 17
10,5,PO,same verb,PO,simulation: 17
17,12,DO,different verb,PO,simulation: 17
25,26,PO,different verb,PO,simulation: 17
21,19,DO,same verb,PO,simulation: 17
12,22,PO,different verb,PO,simulation: 17
22,22,PO,same verb,DO,simulation: 17
3,14,DO,same verb,DO,simulation: 17
37,25,DO,same verb,PO,simulation: 17
32,29,DO,different verb,DO,simulation: 17
17,24,PO,same verb,DO,simulation: 17
34,24,DO,different verb,DO,simulation: 17
52,27,DO,same verb,DO,simulation: 17
52,32,DO,different verb,DO,simulation: 17
27,26,PO,different verb,PO,simulation: 17
32,27,DO,same verb,DO,simulation: 17
8,12,PO,same verb,PO,simulation: 17
50,25,DO,different verb,DO,simulation: 17
35,7,DO,same verb,DO,simulation: 17
42,25,PO,same verb,DO,simulation: 17
46,25,PO,different verb,DO,simulation: 17
26,16,PO,different verb,DO,simulation: 17
32,9,DO,same verb,DO,simulation: 17
8,25,DO,different verb,DO,simulation: 17
11,25,DO,same verb,PO,simulation: 17
33,17,DO,different verb,DO,simulation: 17
12,18,DO,different verb,PO,simulation: 17
6,7,PO,same verb,PO,simulation: 17
4,32,PO,same verb,PO,simulation: 17
16,13,PO,different verb,DO,simulation: 17
45,15,DO,same verb,DO,simulation: 17
36,13,PO,different verb,PO,simulation: 17
36,18,DO,same verb,PO,simulation: 17
30,5,DO,same verb,PO,simulation: 17
51,22,PO,same verb,PO,simulation: 17
22,7,DO,different verb,DO,simulation: 17
6,30,DO,same verb,PO,simulation: 17
13,28,PO,different verb,PO,simulation: 17
11,29,PO,different verb,PO,simulation: 17
40,9,DO,different verb,PO,simulation: 17
14,10,DO,same verb,PO,simulation: 17
18,32,DO,same verb,DO,simulation: 17
23,17,DO,same verb,DO,simulation: 17
32,25,PO,same verb,DO,simulation: 17
6,6,PO,different verb,PO,simulation: 17
11,23,DO,same verb,PO,simulation: 17
20,10,DO,different verb,DO,simulation: 17
37,23,PO,different verb,DO,simulation: 17
47,31,PO,different verb,DO,simulation: 17
18,14,DO,different verb,PO,simulation: 17
14,14,PO,different verb,DO,simulation: 17
23,32,DO,different verb,DO,simulation: 17
52,11,DO,same verb,PO,simulation: 17
24,19,DO,same verb,PO,simulation: 17
12,14,PO,different verb,PO,simulation: 17
8,31,DO,different verb,DO,simulation: 17
39,10,PO,different verb,DO,simulation: 17
29,32,DO,different verb,DO,simulation: 17
7,8,PO,different verb,DO,simulation: 17
35,8,PO,different verb,DO,simulation: 17
29,20,PO,same verb,DO,simulation: 17
4,27,PO,different verb,PO,simulation: 17
48,16,DO,different verb,DO,simulation: 17
5,29,DO,different verb,DO,simulation: 17
7,20,DO,same verb,PO,simulation: 17
26,17,PO,same verb,DO,simulation: 17
26,23,DO,different verb,PO,simulation: 17
8,13,DO,different verb,PO,simulation: 17
43,6,DO,same verb,DO,simulation: 17
43,13,PO,same verb,DO,simulation: 17
6,32,PO,same verb,DO,simulation: 17
4,28,PO,different verb,PO,simulation: 17
29,7,DO,different verb,DO,simulation: 17
40,13,PO,different verb,DO,simulation: 17
14,3,DO,different verb,PO,simulation: 17
9,4,PO,same verb,DO,simulation: 17
20,31,DO,same verb,DO,simulation: 17
27,24,PO,different verb,DO,simulation: 17
1,31,PO,different verb,PO,simulation: 17
23,2,DO,different verb,DO,simulation: 17
12,21,DO,different verb,PO,simulation: 17
34,25,PO,same verb,DO,simulation: 17
9,17,DO,different verb,DO,simulation: 17
48,2,PO,same verb,PO,simulation: 17
41,8,PO,same verb,DO,simulation: 17
1,16,DO,same verb,PO,simulation: 17
10,19,DO,same verb,PO,simulation: 17
9,19,DO,same verb,PO,simulation: 17
29,3,PO,different verb,DO,simulation: 17
1,1,DO,same verb,PO,simulation: 17
49,1,DO,different verb,PO,simulation: 17
38,32,DO,different verb,DO,simulation: 17
36,7,PO,different verb,PO,simulation: 17
9,29,DO,different verb,DO,simulation: 17
41,18,PO,different verb,DO,simulation: 17
20,13,PO,different verb,PO,simulation: 17
49,5,PO,same verb,PO,simulation: 17
9,7,DO,different verb,PO,simulation: 17
2,19,PO,different verb,PO,simulation: 17
31,20,PO,different verb,PO,simulation: 17
25,9,PO,different verb,PO,simulation: 17
1,7,DO,different verb,PO,simulation: 17
20,5,PO,different verb,PO,simulation: 17
34,21,DO,different verb,PO,simulation: 17
42,26,DO,same verb,PO,simulation: 17
36,21,PO,same verb,DO,simulation: 17
44,29,DO,different verb,PO,simulation: 17
24,16,PO,same verb,PO,simulation: 17
49,30,PO,different verb,PO,simulation: 17
54,30,DO,different verb,PO,simulation: 17
38,7,PO,different verb,DO,simulation: 17
7,27,PO,different verb,PO,simulation: 17
36,5,DO,different verb,PO,simulation: 17
8,29,DO,different verb,PO,simulation: 17
46,18,PO,different verb,PO,simulation: 17
18,3,DO,same verb,DO,simulation: 17
40,22,DO,same verb,PO,simulation: 17
9,24,DO,different verb,PO,simulation: 17
8,14,PO,different verb,PO,simulation: 17
24,6,DO,same verb,PO,simulation: 17
25,24,PO,different verb,DO,simulation: 17
47,25,DO,different verb,DO,simulation: 17
20,18,DO,different verb,PO,simulation: 17
30,2,PO,same verb,PO,simulation: 17
42,21,PO,same verb,PO,simulation: 17
1,8,PO,same verb,DO,simulation: 17
31,1,DO,same verb,DO,simulation: 17
2,12,DO,same verb,PO,simulation: 17
50,28,DO,same verb,PO,simulation: 17
13,8,PO,same verb,DO,simulation: 17
24,29,PO,same verb,PO,simulation: 17
16,12,DO,different verb,DO,simulation: 17
39,30,DO,different verb,DO,simulation: 17
10,23,DO,different verb,DO,simulation: 17
33,32,PO,different verb,DO,simulation: 17
54,6,DO,different verb,PO,simulation: 17
12,24,DO,different verb,DO,simulation: 17
22,20,DO,different verb,PO,simulation: 17
35,16,PO,same verb,PO,simulation: 17
45,14,PO,different verb,PO,simulation: 17
17,26,PO,different verb,PO,simulation: 17
32,17,PO,different verb,DO,simulation: 17
7,21,PO,same verb,PO,simulation: 17
33,28,PO,different verb,DO,simulation: 17
18,19,DO,same verb,DO,simulation: 17
26,6,DO,different verb,PO,simulation: 17
37,31,DO,same verb,DO,simulation: 17
8,19,PO,different verb,PO,simulation: 17
43,14,PO,different verb,DO,simulation: 17
15,1,PO,same verb,PO,simulation: 17
21,27,PO,different verb,DO,simulation: 17
35,26,DO,same verb,DO,simulation: 17
25,12,PO,same verb,PO,simulation: 17
34,15,PO,different verb,DO,simulation: 17
41,16,PO,different verb,DO,simulation: 17
45,31,DO,different verb,DO,simulation: 17
15,7,DO,different verb,PO,simulation: 17
23,10,PO,different verb,DO,simulation: 17
1,27,DO,different verb,PO,simulation: 17
4,20,PO,different verb,PO,simulation: 17
40,17,DO,same verb,DO,simulation: 17
22,25,DO,same verb,DO,simulation: 17
5,13,PO,different verb,DO,simulation: 17
4,22,DO,same verb,PO,simulation: 17
42,8,PO,different verb,DO,simulation: 17
10,31,DO,different verb,DO,simulation: 17
36,22,PO,different verb,PO,simulation: 17
31,15,PO,different verb,DO,simulation: 17
38,15,DO,different verb,DO,simulation: 17
19,1,DO,same verb,PO,simulation: 17
53,14,PO,different verb,DO,simulation: 17
4,25,DO,different verb,PO,simulation: 17
24,17,DO,different verb,PO,simulation: 17
54,10,DO,same verb,DO,simulation: 17
47,13,PO,different verb,DO,simulation: 17
8,18,PO,different verb,PO,simulation: 17
34,14,PO,same verb,DO,simulation: 17
46,8,DO,different verb,DO,simulation: 17
17,14,DO,same verb,DO,simulation: 17
36,8,PO,different verb,DO,simulation: 17
28,9,PO,different verb,DO,simulation: 17
41,17,DO,same verb,DO,simulation: 17
27,2,PO,same verb,PO,simulation: 17
21,24,PO,same verb,DO,simulation: 17
19,23,DO,different verb,PO,simulation: 17
15,6,DO,same verb,PO,simulation: 17
39,21,PO,different verb,DO,simulation: 17
40,7,DO,different verb,PO,simulation: 17
29,9,PO,same verb,DO,simulation: 17
45,11,DO,same verb,DO,simulation: 17
3,10,PO,different verb,DO,simulation: 17
31,27,DO,different verb,DO,simulation: 17
47,7,PO,different verb,PO,simulation: 17
12,27,DO,different verb,PO,simulation: 17
47,18,DO,same verb,DO,simulation: 17
7,6,DO,same verb,PO,simulation: 17
37,26,DO,different verb,PO,simulation: 17
17,23,DO,different verb,DO,simulation: 17
50,30,PO,different verb,PO,simulation: 17
15,31,PO,same verb,DO,simulation: 17
24,9,PO,same verb,PO,simulation: 17
48,17,PO,different verb,PO,simulation: 17
50,7,PO,same verb,DO,simulation: 17
3,24,PO,different verb,DO,simulation: 17
5,21,DO,same verb,DO,simulation: 17
13,5,PO,same verb,PO,simulation: 17
50,3,DO,same verb,DO,simulation: 17
54,29,PO,different verb,PO,simulation: 17
27,11,DO,different verb,PO,simulation: 17
43,17,PO,same verb,PO,simulation: 17
7,19,DO,different verb,PO,simulation: 17
44,5,DO,same verb,PO,simulation: 17
19,19,PO,same verb,PO,simulation: 17
47,17,PO,same verb,DO,simulation: 17
5,28,PO,same verb,PO,simulation: 17
3,18,DO,different verb,DO,simulation: 17
3,17,PO,different verb,DO,simulation: 17
51,18,PO,different verb,PO,simulation: 17
33,10,DO,different verb,DO,simulation: 17
4,9,DO,same verb,PO,simulation: 17
23,15,DO,different verb,DO,simulation: 17
45,32,DO,different verb,DO,simulation: 17
27,9,DO,same verb,PO,simulation: 17
10,28,DO,same verb,DO,simulation: 17
18,24,PO,different verb,DO,simulation: 17
42,32,PO,same verb,PO,simulation: 17
39,4,PO,same verb,DO,simulation: 17
37,9,PO,different verb,DO,simulation: 17
47,29,DO,different verb,DO,simulation: 17
15,26,PO,different verb,PO,simulation: 17
14,15,PO,same verb,DO,simulation: 17
52,10,DO,different verb,DO,simulation: 17
36,9,PO,same verb,PO,simulation: 17
33,8,DO,same verb,DO,simulation: 17
6,27,PO,different verb,DO,simulation: 17
13,30,PO,same verb,PO,simulation: 17
3,26,PO,different verb,PO,simulation: 17
23,28,PO,same verb,PO,simulation: 17
37,18,DO,same verb,DO,simulation: 17
22,28,DO,same verb,DO,simulation: 17
41,24,PO,same verb,DO,simulation: 17
11,18,DO,same verb,DO,simulation: 17
50,23,PO,different verb,PO,simulation: 17
52,31,PO,different verb,DO,simulation: 17
10,14,PO,different verb,PO,simulation: 17
47,24,PO,different verb,DO,simulation: 17
32,21,PO,different verb,DO,simulation: 17
32,12,DO,different verb,DO,simulation: 17
34,2,PO,same verb,DO,simulation: 17
16,23,PO,different verb,PO,simulation: 17
44,3,DO,same verb,DO,simulation: 17
41,32,DO,different verb,DO,simulation: 17
48,20,DO,same verb,DO,simulation: 17
37,7,PO,same verb,PO,simulation: 17
54,27,PO,same verb,PO,simulation: 17
42,12,DO,same verb,PO,simulation: 17
42,3,DO,same verb,PO,simulation: 17
43,7,DO,different verb,PO,simulation: 17
41,1,PO,different verb,DO,simulation: 17
49,25,PO,same verb,DO,simulation: 17
45,8,DO,different verb,DO,simulation: 17
34,26,PO,same verb,DO,simulation: 17
54,17,PO,different verb,DO,simulation: 17
4,31,PO,same verb,DO,simulation: 17
43,31,PO,same verb,DO,simulation: 17
32,8,DO,different verb,DO,simulation: 17
24,31,PO,different verb,PO,simulation: 17
31,28,PO,same verb,PO,simulation: 17
42,13,DO,same verb,DO,simulation: 17
40,21,PO,different verb,PO,simulation: 17
8,2,DO,different verb,PO,simulation: 17
49,14,PO,same verb,PO,simulation: 17
12,1,PO,same verb,PO,simulation: 17
33,22,DO,different verb,PO,simulation: 17
44,6,PO,same verb,PO,simulation: 17
38,3,PO,different verb,DO,simulation: 17
53,11,DO,different verb,DO,simulation: 17
6,22,DO,same verb,DO,simulation: 17
19,13,PO,same verb,PO,simulation: 17
17,13,DO,different verb,PO,simulation: 17
34,17,DO,same verb,DO,simulation: 17
27,17,PO,different verb,PO,simulation: 17
19,3,DO,different verb,DO,simulation: 17
48,30,DO,different verb,DO,simulation: 17
49,21,DO,same verb,DO,simulation: 17
24,26,DO,same verb,PO,simulation: 17
19,15,PO,different verb,DO,simulation: 17
18,12,DO,different verb,PO,simulation: 17
19,9,PO,same verb,PO,simulation: 17
45,13,PO,different verb,DO,simulation: 17
44,20,DO,different verb,PO,simulation: 17
19,20,PO,different verb,PO,simulation: 17
32,15,PO,same verb,DO,simulation: 17
42,15,PO,same verb,DO,simulation: 17
23,18,PO,different verb,PO,simulation: 17
4,7,DO,same verb,DO,simulation: 17
30,28,PO,same verb,PO,simulation: 17
41,28,PO,different verb,DO,simulation: 17
13,27,DO,different verb,PO,simulation: 17
43,30,DO,different verb,DO,simulation: 17
2,29,DO,same verb,PO,simulation: 17
28,19,PO,same verb,PO,simulation: 17
22,24,PO,same verb,DO,simulation: 17
21,17,DO,same verb,PO,simulation: 17
53,4,DO,same verb,DO,simulation: 17
10,3,DO,different verb,DO,simulation: 17
29,6,DO,different verb,DO,simulation: 17
50,1,PO,same verb,PO,simulation: 17
41,31,PO,same verb,DO,simulation: 17
5,17,PO,same verb,DO,simulation: 17
45,28,DO,same verb,DO,simulation: 17
19,25,DO,same verb,PO,simulation: 17
20,9,PO,same verb,PO,simulation: 17
53,6,PO,same verb,PO,simulation: 17
44,22,DO,different verb,PO,simulation: 17
29,22,DO,same verb,PO,simulation: 17
17,15,DO,same verb,DO,simulation: 17
25,18,PO,different verb,PO,simulation: 17
27,12,PO,same verb,PO,simulation: 17
29,30,PO,same verb,DO,simulation: 17
27,30,PO,same verb,PO,simulation: 17
5,10,DO,same verb,DO,simulation: 17
15,13,DO,same verb,DO,simulation: 17
42,28,DO,different verb,DO,simulation: 17
29,4,PO,different verb,DO,simulation: 17
8,28,PO,different verb,PO,simulation: 17
2,18,DO,different verb,PO,simulation: 17
2,5,PO,different verb,PO,simulation: 17
7,26,PO,different verb,PO,simulation: 17
30,13,DO,same verb,PO,simulation: 17
44,16,DO,different verb,PO,simulation: 17
34,7,DO,same verb,DO,simulation: 17
47,12,DO,different verb,DO,simulation: 17
30,17,PO,same verb,PO,simulation: 17
9,12,DO,same verb,PO,simulation: 17
2,20,PO,same verb,PO,simulation: 17
5,24,DO,same verb,DO,simulation: 17
43,22,DO,different verb,DO,simulation: 17
50,32,DO,different verb,DO,simulation: 17
45,29,PO,same verb,DO,simulation: 17
25,28,DO,same verb,PO,simulation: 17
48,9,PO,different verb,DO,simulation: 17
30,3,PO,different verb,DO,simulation: 17
26,18,DO,same verb,DO,simulation: 17
31,2,DO,same verb,DO,simulation: 17
29,21,DO,same verb,DO,simulation: 17
16,9,PO,same verb,PO,simulation: 17
11,30,PO,same verb,PO,simulation: 17
5,18,DO,different verb,DO,simulation: 17
44,21,DO,different verb,DO,simulation: 17
43,23,PO,same verb,PO,simulation: 17
23,9,PO,different verb,DO,simulation: 17
40,3,DO,different verb,PO,simulation: 17
32,23,DO,same verb,PO,simulation: 17
10,27,DO,same verb,DO,simulation: 17
5,31,DO,different verb,DO,simulation: 17
3,28,PO,same verb,PO,simulation: 17
46,26,DO,different verb,PO,simulation: 17
19,14,PO,different verb,PO,simulation: 17
6,4,DO,same verb,DO,simulation: 17
48,19,DO,same verb,DO,simulation: 17
29,8,DO,same verb,DO,simulation: 17
53,31,DO,different verb,DO,simulation: 17
14,20,PO,different verb,PO,simulation: 17
25,20,DO,same verb,DO,simulation: 17
38,25,PO,different verb,DO,simulation: 17
42,5,PO,same verb,DO,simulation: 17
52,17,PO,same verb,DO,simulation: 17
54,26,PO,different verb,PO,simulation: 17
40,24,DO,same verb,DO,simulation: 17
31,17,DO,different verb,DO,simulation: 17
29,26,DO,same verb,DO,simulation: 17
14,1,DO,same verb,PO,simulation: 17
18,2,PO,same verb,PO,simulation: 17
